FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
I011721AS1Y16Y17RC,I63213,I63213,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63219,I63219,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6322,I6322,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63231,I63231,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63232,I63232,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63233,I63233,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63239,I63239,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6329,I6329,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6330,I6330,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63311,I63311,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63312,I63312,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63313,I63313,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63319,I63319,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63321,I63321,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63322,I63322,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63323,I63323,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63329,I63329,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63331,I63331,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63332,I63332,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63333,I63333,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63339,I63339,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63341,I63341,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63342,I63342,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63343,I63343,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63349,I63349,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6339,I6339,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6340,I6340,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63411,I63411,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63412,I63412,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63413,I63413,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63419,I63419,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63421,I63421,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63422,I63422,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63423,I63423,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63429,I63429,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63431,I63431,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63432,I63432,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63433,I63433,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63439,I63439,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63441,I63441,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63442,I63442,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63443,I63443,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63449,I63449,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6349,I6349,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6350,I6350,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63511,I63511,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63512,I63512,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63513,I63513,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63519,I63519,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63521,I63521,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63522,I63522,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63523,I63523,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63529,I63529,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63531,I63531,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63532,I63532,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63533,I63533,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63539,I63539,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63541,I63541,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63542,I63542,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63543,I63543,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I63549,I63549,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I6359,I6359,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I636,I636,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I638,I638,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I639,I639,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I670,I670,107,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I673,I673,52,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69031,I69031,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69032,I69032,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69033,I69033,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69034,I69034,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69039,I69039,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69041,I69041,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69042,I69042,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69043,I69043,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69044,I69044,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69049,I69049,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69051,I69051,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69052,I69052,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69053,I69053,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69054,I69054,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69059,I69059,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69061,I69061,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69062,I69062,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69063,I69063,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69064,I69064,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69065,I69065,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69069,I69069,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69131,I69131,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69132,I69132,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69133,I69133,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69134,I69134,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69139,I69139,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69141,I69141,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69142,I69142,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69143,I69143,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69144,I69144,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69149,I69149,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69151,I69151,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69152,I69152,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69153,I69153,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69154,I69154,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69159,I69159,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69161,I69161,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69162,I69162,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69163,I69163,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69164,I69164,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69165,I69165,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69169,I69169,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69231,I69231,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69232,I69232,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69233,I69233,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69234,I69234,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69239,I69239,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69241,I69241,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69242,I69242,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69243,I69243,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69244,I69244,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69249,I69249,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69251,I69251,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69252,I69252,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69253,I69253,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69254,I69254,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69259,I69259,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69261,I69261,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69262,I69262,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69263,I69263,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69264,I69264,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69265,I69265,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69269,I69269,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69331,I69331,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69332,I69332,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69333,I69333,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69334,I69334,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69339,I69339,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69341,I69341,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69342,I69342,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69343,I69343,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69344,I69344,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69349,I69349,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69351,I69351,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69352,I69352,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69353,I69353,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69354,I69354,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69359,I69359,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69361,I69361,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69362,I69362,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69363,I69363,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69364,I69364,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69365,I69365,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69369,I69369,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69831,I69831,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69832,I69832,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69833,I69833,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69834,I69834,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69839,I69839,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69841,I69841,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69842,I69842,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69843,I69843,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69844,I69844,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69849,I69849,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69851,I69851,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69852,I69852,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69853,I69853,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69854,I69854,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69859,I69859,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69861,I69861,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69862,I69862,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69863,I69863,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69864,I69864,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69865,I69865,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69869,I69869,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69931,I69931,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69932,I69932,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69933,I69933,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69934,I69934,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69939,I69939,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69941,I69941,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69942,I69942,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69943,I69943,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69944,I69944,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69949,I69949,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69951,I69951,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69952,I69952,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69953,I69953,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69954,I69954,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69959,I69959,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69961,I69961,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69962,I69962,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69963,I69963,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69964,I69964,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69965,I69965,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I69969,I69969,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I700,I700,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I701,I701,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70201,I70201,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70202,I70202,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70203,I70203,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70208,I70208,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70209,I70209,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70211,I70211,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70212,I70212,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70213,I70213,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70218,I70218,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70219,I70219,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70221,I70221,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70222,I70222,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70223,I70223,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70228,I70228,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70229,I70229,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70231,I70231,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70232,I70232,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70233,I70233,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70234,I70234,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70235,I70235,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70238,I70238,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70239,I70239,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70241,I70241,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70242,I70242,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70243,I70243,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70244,I70244,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70245,I70245,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70248,I70248,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70249,I70249,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I7025,I7025,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70261,I70261,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70262,I70262,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70263,I70263,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70268,I70268,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70269,I70269,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70291,I70291,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70292,I70292,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70293,I70293,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70298,I70298,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70299,I70299,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70301,I70301,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70302,I70302,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70303,I70303,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70308,I70308,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70309,I70309,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70311,I70311,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70312,I70312,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70313,I70313,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70318,I70318,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70319,I70319,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70321,I70321,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70322,I70322,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70323,I70323,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70328,I70328,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70329,I70329,108,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70331,I70331,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70332,I70332,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70333,I70333,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70334,I70334,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70335,I70335,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70338,I70338,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70339,I70339,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70341,I70341,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70342,I70342,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70343,I70343,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70344,I70344,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70345,I70345,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70348,I70348,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70349,I70349,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I7035,I7035,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70361,I70361,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
I011721AS1Y16Y17RC,I70362,I70362,106,1,40,4,4,0,,0,,0,C,N,N,,,,,
